likes,replies,retweets,quotes,text,isReply,isRetweet,isQuote,quotedTweet/text,timestamp,quotedTweet/timestamp,username,verified
0,0,0,0,Boy whole career is about tank!!,True,False,False,,2025-03-04T14:20:00.000Z,,@BarackoBaggz914,False
0,0,1,0,"Kickstart your independent career with financial support from our Eric Reid Fund! Available towards consumables and a summer student stipend, we are accepting proposals for projects aiming to develop analytical or biochemical methods. Deadline 20 March!
ow.ly/VUaa50V948x",False,False,False,,2025-03-04T14:20:00.000Z,,@BiochemSoc,False
5,1,0,0,普通に雪積もってきた…明日の朝車で息子をおくれないじゃないかー😱,False,False,False,,2025-03-04T14:20:00.000Z,,@woman__career,True
0,0,0,0,I can’t explain wiz’s run 2009-2014. Shit seemed like the dream career.,False,False,False,,2025-03-04T14:20:00.000Z,,@NewZealandShaan,False
0,0,0,0,"@JoJoFromJerz This didn’t get many likes, Jo. Your failing clickbait career is showing—maybe it’s time to ditch the grift and join a men’s jiu-jitsu team. Prove your equality and gender points while getting choke-slammed into reality. 😴",True,False,False,,2025-03-04T14:20:00.000Z,,@hell0God,False
1147,0,438,5,aigoo .. hes the most deserving idol of every successful achievement in his career,False,True,False,,2025-03-03T04:22:00.000Z,,@cry4lmk,False
0,0,0,0,"At Yume Africa, we launched our Mentorship Program for high schoolers in Cameroon! At Lycée Bafang Rural, 70+ students gained career insights from a Civil Engineering specialist & a QHSE expert. Join us 👉 yumeafrica.org/tutoring-ment… #MentorshipMatters #YumeAfrica",False,False,False,,2025-03-04T14:20:00.000Z,,@YumeAfrica,False
11,0,2,1,"Exciting opportunity for Early Career Researchers and plant breeders! Join a one-day workshop on 3 June ahead of the 17th Australasian Plant Breeding Conference in Perth to hear first-hand from leading industry experts.
Co-hosted by the Training Centre and the IRTG for Accelerating Crop Genetic Gain, this will be your opportunity to explore ground-breaking advances in predictive breeding and meet and interact with keynote speakers from the Conference.
Deadline for applications is 7 April. You will need to be registered for #APBC2025 to attend.
Apply here bit.ly/Nextgenworkshop",False,True,False,,2025-03-03T20:30:00.000Z,,@nextgenbreeders,True
0,0,0,0,"Year after year has passed, and this is stepping 5 years of your career @bamzchoi. Hopefully by this new season you can record a lot of fun and lovely things in every scene.",True,False,False,,2025-03-04T14:20:00.000Z,,@zuyeoc,False
1,0,0,0,"Most product managers struggle to communicate with engineers. It's a costly problem that impacts product delivery, team morale, and career growth. 

The struggle broadly stems from these core areas:
→ No shared technical language and knowledge: Without a shared language or knowledge base, details get lost in translation
→ Different mental models: PMs think in user problems and business outcomes while engineers think in systems and technical constraints
→ Timeline misalignment: PMs see market windows while engineers understand development unpredictability
→ Problem vs solution orientation: Engineers jump to solutions while PMs focus on validating problems

After a decade as a software engineer working with countless PMs, I've seen these communication gaps derail otherwise promising products and timelines.

Building your technical skills and knowledge as a product manager is essential for bridging this gap because as a product manager, it's important that you understand the fundamentals of how software works.

But knowledge alone isn't enough.

What truly transforms your effectiveness is knowing how to apply that knowledge in technical discussions with engineers.

This is why I developed the FAIR framework to guide technical discussions:

F - Feasibility
Evaluates whether a solution can be implemented within current technical constraints.

Ask:
→ What technical limitations might prevent us from implementing this solution?
→ Are there any third-party integrations or APIs we need to consider?
→ How would this approach interact with our existing database structure? 

A - Alternatives
Explores different approaches to solve the same problem and their respective tradeoffs

Ask:
→ Could we achieve similar results with a simpler technical approach?
→ How would each potential solution affect our tech stack differently?
→ Which option gives us the best balance between quick delivery and future flexibility?

I - Impact
Considers both short and long-term effects on the system and business

Ask:
→ Will this solution create bottlenecks in other parts of our system?
→ How might this approach affect our ability to implement future features?
→ What implications does this have for our infrastructure costs as we scale?

R - Risk Mitigation
Identifies potential problems and establishes plans to address them

Ask:
→ What are the most likely points of failure in this implementation?
→ How can we implement monitoring to catch issues before users do?
→ What rollback strategy should we have if unexpected problems arise? 

By approaching discussions with engineers, you're demonstrating your technical leadership as a PM who asks the right questions and provides clarity on what matters.

I unpacked this framework and more insights on the latest Supra Insider podcast with @marcbaselga and @viableben (Link in comments👇)

What frameworks do you use when collaborating with your engineering teams?

----
Join 7,000+ product managers and leaders to improve your technical leadership as a PM: lnkd.in/eAXpCcGF",False,False,False,,2025-03-04T14:20:00.000Z,,@iamireneyu,True
0,0,0,0,The Genard Method: The Business Speaker's Library — Invest in your career! hubs.ly/Q03956pr0 #leadership #career #entrepreneurship #finance #marketing #PublicRelations #HumanResources #privateequity #publicspeaking #CEO #presence #influence #sales #management #keynotes #IT,False,False,False,,2025-03-04T14:20:00.000Z,,@GaryGenard,False
7,0,2,0,"In addition to this, one thing my mentor taught me about the “tell me about yourself” question is:

1. Where you’re coming from
2. Where you’re at currently (what you do)
3. Where you’re going to (your goals career and Organisation wise)

Works for various scenarios",False,True,True,"“So... can you tell me about yourself.”

I’ve realized that a lot of people get stuck on this question… and I’m here to help.

Here’s a formula I use that works and would help anybody in their next interview:",2025-03-04T10:58:00.000Z,2025-03-03T18:44:00.000Z,@_Miyin,False
36,9,3,0,"DESMOND BANE TRIPLE DOUBLE +4000✅💰

Called his FIRST one of his CAREER tonight.

Show some love if you tailed 🍻",False,True,True,"NBA LONGSHOT 🏀🚀

-

Desmond Bane Triple-Double +4000

-

Bane does NOT have a triple double this year but could get his first tonight 👀

This game has the highest total of the season so far at 252.5

Ja Morant is having trouble still with that shoulder and might not play to tonight. His absence would mean more assists for bane again

Bane had 3 games with 10+ assists in January and is coming off a 12 rebound game last time out and has been averaging 7.1 rebounds per game since Feb.",2025-03-04T03:28:00.000Z,2025-03-03T21:16:00.000Z,@WeBeatTheSpread,True
0,0,0,0,"Whether you want to fly the skies or work behind the scenes, Aviation Exploring gives you a head start on an exciting career—all while having fun with a team that shares your passion for aviation!

For all youth ages 14-20. Details & registration at bsacmc.org/exploring

@KNSI",False,False,False,,2025-03-04T14:20:00.000Z,,@ExploringCMC,False
0,1,0,0,"The Workism Trap by @bobby_jamieson 

No, your career is not your path to fulfillment.

plough.com/en/topics/life/wo…",False,False,False,,2025-03-04T14:19:00.000Z,,@Plough,True
0,0,0,0,She might have a career in politics or show business ahead of her in this backwards ass country.,True,False,False,,2025-03-04T14:19:00.000Z,,@Whynot1918,True
0,0,0,0,Independents consultants satisfied with their work-life and career freedom ift.tt/NYB8fO5,False,False,False,,2025-03-04T14:19:00.000Z,,@Consultancy_uk,False
0,0,0,0,There are no grandslam champions anymore. Wwe stole that moment from bayley. Shes not in line for a hof career,True,False,False,,2025-03-04T14:19:00.000Z,,@YEETArmyNation,False
0,0,0,0,"Intertek has career opportunities for you!

We are actively seeking a new Engineering Technician II - Construction Materials Testing to join our  team in Hudson, FL. Check out the job posting below and apply today! bit.ly/4h6FOH9 #professionalserviceindustries #JobAlert",False,False,False,,2025-03-04T14:19:00.000Z,,@IntertekNAJobs,False
0,0,0,0,"👏 👏 Let's go, @luthercollege!

If you're looking for your next career move, visit with HR Recruiter Kelly Schanbeck during today's Career & Hiring Expo! Kelly will be on campus at the Dahl Centennial Union from 9:00 am-2:30 pm today! #bepartofsomethingbigger",False,False,False,,2025-03-04T14:19:00.000Z,,@KendallHuntK12,True
34,1,3,0,"LeBron James is just one point shy of becoming 1st NBA player to reach 50,000 career points – it would be fun to celebrate on @NBATopShot with a fresh pack.",False,True,True,"LeBron James enters tonight's game 18 points shy of reaching 50,000 career points, a new @NBATopShot Moment celebrating the achievement will follow – with new fancy set artwork.",2025-03-04T04:00:00.000Z,2025-03-03T02:01:00.000Z,@DiamondNFL,True
0,0,0,0,"Hilarious. The scam
is your bread and butter. Virology is your career and alas it’s also a scam.",True,False,False,,2025-03-04T14:19:00.000Z,,@Drkmaher,False
2,0,0,0,"Should be the Browns.  Draft a QB, sit him behind Fields for a year.  Either Fields comes in and revives his career, or at the very least you’re letting the dude you draft sit on the bench and learn for a year before you feed him to the wolves (See Kizer Weeden, Quinn, etc.)",False,False,True,"BREAKING RUMOR
Justin Fields is determined to start for a team next season, at least one team is willing to give him that chance. 

More to come.",2025-03-04T14:19:00.000Z,2025-03-04T14:13:00.000Z,@JohnHanna59_CLE,True
0,0,0,0,How does Mobbie keep getting called up to the national team when he has been so bad over the years? I mean Mbappe finished whatever was left of his career but he keeps getting national team call up’s…,False,False,True,"🔴 Hugo Broos names preliminary squad for upcoming FIFA World Cup qualifiers. 
The 37 will be trimmed down for the fixtures against Lesotho 🇱🇸 and Benin 🇧🇯 later this month. 

#sabcsport411",2025-03-04T14:19:00.000Z,2025-03-04T11:47:00.000Z,@ZuluboySiz,True
26,2,10,0,Man she better thank her lucky fucking stars the guardians of the galaxy movies did as well as they did because realistically her career should have been over after this,False,True,True,,2025-03-03T05:25:00.000Z,2025-03-03T01:45:00.000Z,@Thee_ashy_larry,False
0,0,0,0,It might interfere with his planned career as a Steve Winwood impersonator,True,False,False,,2025-03-04T14:19:00.000Z,,@FaustinoBerlin,False
1,0,1,0,x.com/i/spaces/1gqGvjLBVqzGB,False,False,False,,2025-03-04T14:19:00.000Z,,@Lsc_expo,False
49,24,28,0,"25-30 is such a weird age group. You have to excel in your career, find a life partner, stay healthy and save money.",False,True,False,,2025-03-04T13:18:00.000Z,,@Bluebirdeyessss,False
2213,19,144,10,"Since it’s Tatum’s birthday, here’s a thread of his best career games.

🧵",False,True,False,,2025-03-03T22:28:00.000Z,,@rileysbetter,True
1,0,0,0,Delighted to join @Amazing_If Squiggly Careers podcast to chat all things returners! Hear advice from our CEO Julianne Miles and tips from Mila Fadeeva who returned to work after a 10 year break via the Leidos Career Returners Programme: amazingif.com/listen/career-… #CareerReturners,False,False,False,,2025-03-04T14:19:00.000Z,,@careerreturners,False
0,0,0,0,"THUG 2 and THAW had those gameplay modes separated into ""Career"" and ""Classic"" modes at the main menu, so it is definitely possible and has been done before",True,False,False,,2025-03-04T14:19:00.000Z,,@AStupidReed,False
5,0,0,0,"""Agents agreed that the top cornerbacks — Charvarius Ward, D.J. Reed, Carlton Davis, Byron Murphy Jr., Asante Samuel and Paulson Adebo — could all get paid like No. 1 options even though most have been No. 2s in  their career."" - @rydunleavy 

nypost.com/2025/03/04/sports…",False,False,False,,2025-03-04T14:19:00.000Z,,@WBG84,False
0,0,0,0,"Hayley Atwell has 'so little' control of her career path
techlovers.online/hayley-atw…",False,False,False,,2025-03-04T14:19:00.000Z,,@Zain72170560,False
0,0,0,0,"No one ever forced Lily into anything, she literally made all her own problems. Marshal always had her back and the only time he didn’t was because she went behind his back! Any her selfish dream of living abroad completely delayed his career goals. She was terrible, just watch!",True,False,False,,2025-03-04T14:19:00.000Z,,@Count_DeMonei,False
19,1,0,0,"she always shows so much gratitude and appreciation and she's been this way since the start of her career in 2011, always thanks everyone and supports and uplifts people, that was such an important thing for me to witness while growing up, her positive influence is so beautiful",True,False,False,,2025-03-04T14:19:00.000Z,,@natssarcasm,False
0,0,0,0,"One hediot said this to me on my birthday, despite me bought gift on her own birthday, now giving me this gibberish words when it's my turn, for now, I'm focusing on my coding career and I don't know where she is rn🤷‍♀️🤞😎",True,False,False,,2025-03-04T14:19:00.000Z,,@AdikpewunOluwa1,False
0,0,0,0,The 1 Surprising Thing Hugh Grant Still Wants To Achieve In His Career That He Hasn't Done Yet huffingtonpost.co.uk/entry/h…,False,False,False,,2025-03-04T14:19:00.000Z,,@HuffPostUK,False
0,0,0,0,He had a cameo in the last Beverly Hills Cop film. I think he's mostly retired from acting but apparently found a new career in voice over and audiobooks.,True,False,False,,2025-03-04T14:19:00.000Z,,@petemosq,False
13,0,13,0,"★★★★★ Sandra Sperling's writing career began humbly with a failed horror story that sparked laughter, yet she persisted to become the brilliant author of Control, a tale blending suspense and romance.

📖 mybook.to/Control-Sperling  
   𝕏  @sandysperling3",False,True,False,,2025-03-04T06:24:00.000Z,,@HLfavorito,False
0,1,0,0,"I'm sorry, what??? Are you suggesting voters shouldn't expect any change from the career politician who ran on change until halfway through her second term?

We have to deal with this continuation of austerity politics until 2028, and then maybe we'll get some positive movement?",True,False,False,,2025-03-04T14:19:00.000Z,,@Gruesomebrat,False
0,0,0,0,最近、Xで気になってたお二人！楽しみです！,True,False,False,,2025-03-04T14:19:00.000Z,,@Tsujikun_biz,True
1,1,0,0,こっからっちゅあ,True,False,False,,2025-03-04T14:19:00.000Z,,@add_uyu,True
0,0,0,0,Him suppose pursue career in comedy,True,False,False,,2025-03-04T14:19:00.000Z,,@OttonFCB,False
1,0,0,0,"I’ve been around too many of these types of guys in my career. They legitimately want things to crash hard so they can buy things at 50 cents on the dollar. It’s how they think. 

They want to run the country like private equity",True,False,False,,2025-03-04T14:19:00.000Z,,@ScottHevel,False
131,11,16,6,"Tam Nakano, who lost a Loser Leaves Stardom Match against Saya Kamitani today, is no longer listed along with the Cosmic Angels on STARDOM's website.

She will put her career on the line in a Career vs. Career Match against Saya Kamitani at All Star Grand Queendom 2025 with the World of Stardom Title also on the line.

#STARDOM",False,True,False,,2025-03-04T03:57:00.000Z,,@ScottEWrestling,True
0,0,0,0,"Year after year has passed, and this is stepping 5 years of your career @bamzchoi. Hopefully by this new season you can record a lot of fun and lovely things in every scene.",True,False,False,,2025-03-04T14:19:00.000Z,,@awoonhak,False
0,0,0,0,Game 6 milwaukee is better than 95% of players career games.,False,False,True,Which iconic Tatum game was better,2025-03-04T14:19:00.000Z,2025-03-02T23:20:00.000Z,@Aykelz_,False
0,0,0,0,"WHEN A FELON RAPIST RACIST PEDOPHILE CAREER CRIMINAL CONMAN TELLS YOU EXACTLY WHAT HE IS GOING TO DO, BELIEVE HIM! TREASON AND GENOCIDE FOR STARTERS!",False,False,False,,2025-03-04T14:19:00.000Z,,@RNjpVLdNwZ33631,False
0,0,0,0,"It’ll be interesting to see if Brandon turns into one of those sold out career politicians you’re speaking of. I suppose, with time, it happens to almost all of them.",True,False,False,,2025-03-04T14:19:00.000Z,,@ADVENTURES0ME,False
0,0,0,0,"Talent is being a temporary visitor to your career, but expertise is what makes you a permanent resident",False,False,False,,2025-03-04T14:19:00.000Z,,@shaffer_ma14834,False
0,0,0,0,"Here's a summarized script for ""Beyond the Sunset"" - a Meta AI twist on ""Once Upon a Time in Hollywood"":

*Act 1:*

- Introduce Rick Dalton (Leonardo DiCaprio), a faded TV star, and his stunt double Cliff Booth (Brad Pitt).
- Show Rick's struggles with his declining career and his feelings of irrelevance.

*Act 2:*

- Introduce Luna (Margot Robbie), a free-spirited artist who invites Rick and Cliff to a psychedelic desert party.
- The party becomes a surreal journey of self-discovery for Rick and Cliff.
- Charles Manson (Damon Herriman) and his followers appear, leading to a confrontation.

*Act 3:*

- Rick and Cliff fight back against the Manson Family.
- Luna reveals her true nature as a mystical being, guiding Rick and Cliff through the chaos.
- The story concludes with Rick and Cliff emerging victorious, but forever changed by their experience.

*Tarantino-esque twists:*

- Non-linear storytelling and unexpected plot turns.
- Homages to 1960s pop culture and Hollywood history.
- Over-the-top action sequences and dark humor.

This script combines the nostalgia and glamour of 1960s Hollywood with a dash of surrealism and social commentary, all with a Tarantino-esque twist.",False,False,False,,2025-03-04T14:19:00.000Z,,@kalebaramos,True
0,0,0,0,"#Conclave sees a career-high #RalphFiennes in a surprisingly tense, and now Oscar winning, adaptation of Robert ""Munich"" Harris' Cardinal mystery thriller. avforums.com/reviews/conclav… 

#Movies #Moviereview #Oscars2025",False,False,False,,2025-03-04T14:19:00.000Z,,@AVForums,False
0,0,0,0,"As #InternationalWomensDay approaches, I’ve been reflecting on the progress we’ve made over the course of my career and the work we still have to do to create opportunities for women to advance in the workplace. I shared my thoughts with @HRLeaderAU : hrleader.com.au/learning/265…",False,False,False,,2025-03-04T14:19:00.000Z,,@AmyCappellanti,False
113,15,10,2,"Today's my birthday! 🎂🎂 I turn one year older today 🥺

The past year has been pretty rough for me. I went through an early 20s-life crisis (is that even a thing...?), took a leap of faith, quit my high-paying corporate tech job in pursuit of a career path I'm more passionate about, and kinda... tripped and fell really hard. 🫠🫠 I haven't had a full-time job for a little more than a year now, and I recently decided I would do what I had originally planned to do a LOT later in my life -- solo indie game development. 

I have been dabbling on this project here and there for a few months now (some artists I closely work with may have already gotten a hint of my project), but I've recently decided I'd treat this project more seriously as a full-time job, as I do want to eventually release the game commercially. Only time will tell if I was the fool who threw away an amazing career in her early 20s, or if following my passion was the right choice after all.

I have also done a lot of contemplation regarding my streaming content as well, and what was originally planned as a small break turned into a pretty long hiatus -- I apologize to my viewers for the radio silence and am forever grateful for you all patiently waiting for me while I sort my life out 🙏🙏 

Please wait a little longer, I plan on resuming streaming activities next month, after sorting out my indie game dev business a bit more! And please patiently wait for more news on my game, I plan on posting more information about it once I feel like it's ready for the public eye! 

Thank you all for reading this far 🥺 Know that I love you all and am forever grateful for every single one of you 💕💕",False,True,False,,2025-03-04T05:00:00.000Z,,@icylilia,True
2,0,2,0,"9 Best Career Development Courses Online To Standout From The Crowd in 2025

jadirectives.com/best-career… 

#CareerDevelopment #OnlineLearning #ProfessionalGrowth #Elearning #SkillUp 
#CareerAdvancement #CertificationCourses #CareerGrowth",False,True,False,,2025-03-01T04:40:00.000Z,,@Jadirectivestwt,False
80,24,14,1,"The most stressful days in our web 3 career so far. Days leading up to TGE combined with a weird crypto environment 😅

Here are my thoughts:

1. Alt coins that dropped recently are performing pretty decent compared to the whole market. There are few tokens people are able to choose to buy considering memecoins and pumpfun has slowed down

2. NO ONE is gonna be able to predict when the majors reversal is gonna start. We are currently at the mercy of Trump. Reminds me or ELON and 2021 cycle where his tweets pumped BTC and DOGE. But he lost his power playing around too much with it. DJT and family will soon be exhausted.

3. Most are selling their crypto now. It’s a good sign of max pain. As mentioned, take profits regularly on pumps to accumulate dips.

4. This cycle is unlike anything else I have seen in my experience. Like many suggested, maybe the concept of cycle is no more?

5. I am sincerely hoping we don’t have another pumpfun token run when cryptos start to run again. Needless to say it’s done enough damage

6. $RDAC plan is going forward and we are positive with our approach and drop and usecases, speculative and non-speculative.

Hard to time the market. Stay safe and keep your mental health in check. Easy to blame yourself for not selling at 4k $ETH or 290 $SOL but max pain is the real opportunity to make $$",False,True,False,,2025-03-04T14:12:00.000Z,,@shanicucic96,True
24,8,10,0,Hot take: All songs Asake wrote for himself without the help of Olamide has more streams than Seyi vibez career streams on Spotify.,False,True,False,,2025-03-04T14:02:00.000Z,,@olabisof_lag23,False
0,0,0,0,"You call trash music “versatility” nowadays?? 😂😂😂😂😂

Megan can put a beat on and struggle with it and chase it and call it “versatility” too 😂😂😂

+ 1 feature by meg has more flows than pedonika’s entire career 💀💀 so what th are you talking about? 🤣🤣

cry harder 💋",True,False,False,,2025-03-04T14:18:00.000Z,,@Lana1178816,False
0,0,0,0,KD been getting passes his entire career,True,False,False,,2025-03-04T14:18:00.000Z,,@Way2PC3,False
0,0,0,0,"You missed Tamannaah's 2 super movies: Kedi, Tamil Debut & whole cinema career's 3rd movie. 2) Kalloori, 3rd Tamil & whole career's 6th movie!",False,False,True,"• #2DecadesOfTamannaah 🫶💪

75 films 20 Years of Excellence in Performance & My Favorite Actress @tamannaahspeaks ❤
Ayan
Padikkathavan
#Paiya
Kandenkathalai
#Siruthai
Sura
#Thozha
Continue to entertain us in everything you do,#Tamannaah
#20YearsOfTamannaahBhatia
#Karthi",2025-03-04T14:18:00.000Z,2025-03-04T11:53:00.000Z,@arumugachandras,False
589,11,70,2,"Naomi is up there and I don’t know why people are fuming when it’s his opinion.

Naomi is a GOAT don’t let her wasted potential for her whole damn career confuse y’all dawg and she’s the most influential facts 💯",False,True,True,Rikishi Says He Considers Naomi To Be The Greatest Black Female Wrestler Of All Time fightful.com/wrestling/rikis…,2025-03-03T16:20:00.000Z,2025-03-03T15:35:00.000Z,@EDDYOTC,True
14,2,1,1,"February is Career & Technical Education Month! Katy ISD CTE graduates are doing incredible things in the world and we couldn't be prouder! Take Alejandro Gonzalez, a 2021 Tompkins High School graduate and auto technician at Westside Lexus, for example! 
#KatyISD",False,True,False,,2025-02-27T18:02:00.000Z,,@katyisd,False
726,2,49,9,"Tips yang mau starting out a career dari apa yang gw laluin, generally:

✅ learn ENGLISH (ini penting ngetngetnget)
✅ belajar BASIC nya dari slides/docs/cara nulis paper yang bener (formally)
✅ riset company, brand guidlines gmn, bayangin klo udh kerja gmn
✅ SKILLSET

GLUCK",False,True,False,,2025-02-28T11:59:00.000Z,,@skipberat,False
0,0,0,0,発言と言動が一致してる方は尊敬できますね✨️,True,False,False,,2025-03-04T14:18:00.000Z,,@1ryu_eighteen,False
0,0,0,0,Soooo… Tony Rock gonna make a career of this?!?😳🤣,True,False,False,,2025-03-04T14:18:00.000Z,,@fevah_sosic,False
0,0,0,0,"The Democrats hold fast to their ""tax cuts for billionaires"" narrative, and fighting tooth and nail to prevent ANY government staff and spending reductions.

No positive words on the massive economic investments that will certainly bring private-sector career opportunities.",False,False,True,"Some of Maryland’s nearly 160,000 civil servants have worked hard for decades serving the American people.

Now DOGE wants them gone.

Well I don’t trust DOGE, and I especially don’t trust Elon Musk.

They're firing people who spend every day helping the American people.",2025-03-04T14:18:00.000Z,2025-03-04T01:45:00.000Z,@CoachJDrew,True
7,0,3,0,"Katy ISD’s Career and Technical Education (CTE) program is helping students take their first steps toward their dream careers—while still in high school! Meet Dr. Zaida Gomez, a 2016 Katy ISD graduate and now a proud veterinarian! #KatyISD",False,True,False,,2025-02-28T18:02:00.000Z,,@katyisd,False
34,0,3,0,Thanks to everyone that made career day a great experience for our team. @recruitPARDS #climbthehill 🐆🐆🏈🏈,False,True,False,,2025-03-04T12:03:00.000Z,,@CoachTJD,True
0,0,0,0,"Write Multiple Books? Here's Why You Should! Learn a long-term career strategy for writers! We explore building a personal library, the challenges of single-book authors, and the power of multiple publications to boost your sales. Discover how to thrive in the writing industry!",False,False,False,,2025-03-04T14:18:00.000Z,,@cameroncowan,True
1,1,0,0,浦和通過しました笑笑💦,True,False,False,,2025-03-04T14:18:00.000Z,,@hiro_32i,True
1,0,0,0,"START YOUR ENGINES is out in TEN days!

He’s hot, a legendary F1 driver, the man who ended my racing career, my brother’s best friend and my only hope for survival.

🏎 KU
🏎 Pre-order ebook via Amazon
🏎 UK readers pre-order signed paperbacks from me
🏎 Released 14th March",False,False,False,,2025-03-04T14:18:00.000Z,,@rebeccahchase,False
81,0,13,1,"sebastian had panic attacks almost every day, he took a huge risk in his career, he gained a lot of weight in a very short time, he did EVERYTHING and they found him inadequate to deserve that fucking award and ai shit made a speech in front of his picture with the oscar award",False,True,False,,2025-03-03T19:15:00.000Z,,@blogyseb,False
53,1,29,0,"Santa, I am super duper proud of you. another big achievement in your career.  You did it well. Good job my nong 😍🥹

SIAMPARAGON X PERTHSANTA 
#SiamParagonxPerthSanta",False,True,False,,2025-03-04T13:25:00.000Z,,@iamsya__,True
0,0,0,0,"btw, I was a Skeptic of the ""Madoff has a ponzi scheme!"" And after he wasn't exposed, I scoffed, ""You guys really thought the Chairman of NASDAQ could pull off a career-long ponzi scheme?"" 🫢 And in '08 I learned the truth of Buffett's funny line ""You don't know who is skinny dipping until the tide comes out!""  The tide just hadn't gone fully out in 2000.",False,False,False,,2025-03-04T14:18:00.000Z,,@master_skeptic,True
0,0,0,0,I began following when you fought in Ukraine and will be very interested in following you in your political career 👍👏🇺🇦🇬🇧,True,False,False,,2025-03-04T14:18:00.000Z,,@canneeb,False
0,0,0,0,"Elevate your CSE career with IEEE Major Projects! 💻🔥 Get top Python projects from Cloud Technologies.
Mobile: +91 8121953811,

#pythonminiprojects #miniprojects #Majorprojects #cseprojects #ieee2024 #IEEELearning #ieeemajorprojects #finalyearprojectcenters
#finalyearprojects",False,False,False,,2025-03-04T14:18:00.000Z,,@cloudtechpro,False
1,0,1,0,"@ANGELAWHITE the icon, the legend, was brought into the world 40 yrs ago today, appreciation post on her birthday for this very special woman who I have been blessed & thankful to admire & follow her life and career, 1 of the sweetest, happy birthday Angela 🎉🥹🎊❤️🥰🎂🎉🍾🩷❤️🌹",False,True,False,,2025-03-04T13:51:00.000Z,,@isaacfromFL,False
1,0,0,0,ありがとうございます😭,True,False,False,,2025-03-04T14:18:00.000Z,,@whitestoon,True
0,0,0,0,愛嬌と素直さを持っている人は伸びますよね🔥,True,False,False,,2025-03-04T14:18:00.000Z,,@x_nojira_x,True
0,0,0,0,oh god is she gonna run to twitter to complain about how she tied for 5th at the end of her regressing and pitiful career 🤣 maga snowflakes really blame anyone but themselves,True,False,False,,2025-03-04T14:18:00.000Z,,@chrisschmo_,False
0,2,0,0,how’s donte career in minnesota pan out though? better yet the minnesota season,True,False,False,,2025-03-04T14:18:00.000Z,,@JayKeepsitReal_,False
0,1,0,0,京大留年組は確かにめちゃくちゃ波長合います。私は留学組やけどね。ただめちゃくちゃ遅れて留学する異端児枠でやらせてもらってます,False,False,True,留年経験がある人とはやはり波長合いやすい傾向にある。留学みたいなポジティブなやつじゃなくてだらしない方の留年。留年決まった時はかなしかったけど、今振り返れば留年してよかったと感じる。,2025-03-04T14:18:00.000Z,2025-03-04T13:14:00.000Z,@PECareer,True
0,0,0,0,また、企業や個人に対して正確かつ適切なアドバイスを提供するため、高い倫理観や誠実さが求められます。,False,False,False,,2025-03-04T14:18:00.000Z,,@teyokawa2nnt2,False
0,0,0,0,資産形成のアドバイス個人や企業などの資産形成に関するアドバイスを行います。,False,False,False,,2025-03-04T14:18:00.000Z,,@dokoniirun2nnt2,False
0,0,0,0,精神保健福祉士は、精神保健福祉分野における専門家として、様々な職場で活躍することができます。,False,False,False,,2025-03-04T14:18:00.000Z,,@gasarena2nnt2,False
25,0,6,0,"The fact that these people aren’t voting is cracking me up. Ashley is outside building her career into a fortress. These 2 clowns aren’t gonna smell the money. 

#AshleyOgle
#BBMzansi",False,True,True,"See the difference?? Yeah
#BBMzansi
#BBMzansiS5
#BBMzansiumililo",2025-03-04T13:47:00.000Z,2025-03-04T13:27:00.000Z,@SindyKhoza_Ms,False
24,5,0,1,"JT Miller is a really good player. Nobody doubts this. He's also shooting 35%. His career shooting percentage is 15%.

The Rangers have only played a bonafide playoff team in 2 of 11 games since the trade. I'd be very careful about any sort of premature spiking of the football.",False,False,False,,2025-03-04T14:18:00.000Z,,@AdamZHerman,False
0,0,0,0,Yes his ability to play both tackle and Guard and his age will be key! He's only 25 and has had his best season in his career. Lockhim in!,True,False,False,,2025-03-04T14:18:00.000Z,,@UcYiMd1757,False
0,0,1,0,Keep going JD. You’re just burying your political career by acting without a shred of diplomacy.,True,False,True,But let’s be direct: there are many countries who are volunteering (privately or publicly) support who have neither the battlefield experience nor the military equipment to do anything meaningful.,2025-03-04T14:18:00.000Z,2025-03-04T11:54:00.000Z,@BetosesoF,True
1,0,0,0,"Durbin’s never voted against war spending in his 40 year career.

War monger.",True,False,False,,2025-03-04T14:18:00.000Z,,@itsvoluntary,False
0,0,0,0,"Do you remember when you joined X? I do! #MyXAnniversary

This page has seen it all, from my depression page when I was like 19, a full on music career, and my passion for professional wrestling 

Carefully scrolling back to far 🫡 the evolution was socialized 😅😅",False,False,False,,2025-03-04T14:18:00.000Z,,@NXTwithNaJee,True
1,0,0,0,"Mistakes are easier to understand for younger keepers, but we bought Onana in the prime of his career off a champions league final. His mistakes got us knocked out the champions league, and have lost us so many points in the PL. He needs to go.",True,False,False,,2025-03-04T14:18:00.000Z,,@UnitedMadFan,False
0,0,0,0,"Namtan's dedication to her family and friends is heartwarming,showing that she values her personal relationships just as much as her career.

 NAMTAN NIVEA TRIP EP2
#ไปไม่หวังปังไม่ไหวEP2",False,False,False,,2025-03-04T14:18:00.000Z,,@Mirmw3,False
1586,27,37,4,GOAL CAUFIELD REACHES 30 GOALS FOR THE FIRST TIME IN HIS CAREER 🔥,False,True,False,,2025-03-04T00:43:00.000Z,,@spittinchiclets,True
